"Time","cadvisor-zrs5l","prometheus-main-0","grafana-745d5965f5-vwfq9","kube-state-metrics-57969c69d7-rx485","nacosdb-mysql-0","nacosdb-mysql-1","nacosdb-mysql-2","tsdb-mysql-0","tsdb-mysql-1","tsdb-mysql-2","prometheus-main-0","prometheus-operator-fb994f4c4-9qdfg","ts-admin-basic-info-service-d8d4b4ff9-s7zth","ts-admin-order-service-787856598f-fl56n","ts-admin-route-service-5d486755c-mxt4j","ts-admin-travel-service-7d4d447494-lz7vv","ts-admin-user-service-c544d7b74-xj8pn","ts-assurance-service-569ffd759f-nzddv","ts-auth-service-5cd94cf4c9-pr4sc","ts-avatar-service-ff8977c96-z6h7t","ts-basic-service-c57455994-5rf52","ts-cancel-service-55b6778574-7zfnb","ts-config-service-55f74d8b79-mt2ln","ts-consign-price-service-764c676495-rblv4","ts-consign-service-69fdbff744-t4nnm","ts-contacts-service-69864b9cd7-j7kng","ts-delivery-service-857d89f589-nrpbf","ts-execute-service-667756b4bf-vrl4r","ts-food-delivery-service-85c449576c-7jtrf","ts-food-service-85b5445f7-69dvs","ts-gateway-service-8585c745cd-mn5vn","ts-inside-payment-service-7f87878d9f-mqp8l","ts-news-service-7665fdf4c-hlrml","ts-notification-service-66777dd945-g9l6f","ts-order-other-service-6666b4d4d-x6l64","ts-order-service-69885cc6c8-4mcjr","ts-payment-service-7fc4c49d89-7zrgj","ts-preserve-other-service-5b9bbf9cf-hjzpg","ts-preserve-service-56dfc8d6d-vnlpb","ts-price-service-55c8646c4c-hjw4b","ts-rebook-service-79586f4dbc-lh6w9","ts-route-plan-service-6594877d59-qrh8f","ts-route-service-6f5855dc47-7ht8z","ts-seat-service-54f7bb8465-rzgwd","ts-security-service-7fd5f9ff9c-k4nxj","ts-station-food-service-bbffbd779-qbpwz","ts-station-service-798774f5d-dpsf5","ts-ticket-office-service-9979b76f9-ztj64","ts-train-food-service-f544897f-jd76n","ts-train-service-c7fc88877-mm8n9","ts-travel-plan-service-57865655f6-vklhv","ts-travel-service-699599cdf5-mffdb","ts-travel2-service-5db558f8d9-4tk7g","ts-ui-dashboard-7b5d44c888-gqlfj","ts-user-service-77988d68d8-kp6gg","ts-verification-code-service-58d4c7b777-p96jk","ts-voucher-service-7545b4fb7c-v46q2","ts-wait-order-service-6f7f78bb5d-8f78g","nacosdb-mysql-0","nacosdb-mysql-1","nacosdb-mysql-2","tsdb-mysql-0","tsdb-mysql-1","tsdb-mysql-2"
2024-01-03 13:16:30,57.0%,0.0%,0.0%,0.6%,1.4%,1.2%,1.3%,7.0%,3.7%,3.6%,2.2%,0.1%,0.3%,0.2%,0.2%,0.2%,1.0%,0.7%,99.9%,0.0%,0.3%,0.2%,0.2%,,0.2%,2.1%,0.3%,0.3%,0.2%,1.2%,12.0%,0.3%,0.0%,0.2%,1.1%,1.3%,0.2%,0.2%,2.0%,0.2%,0.2%,0.2%,1.0%,0.2%,1.7%,0.7%,0.2%,0.0%,1.2%,0.2%,0.2%,5.1%,0.2%,2.5%,1.6%,0.2%,0.0%,0.2%,4.8%,4.4%,4.4%,5.0%,4.1%,4.2%
2024-01-03 13:16:35,57.0%,0.0%,0.0%,0.6%,1.4%,1.2%,1.2%,6.9%,3.6%,3.6%,2.2%,0.1%,0.3%,0.2%,0.2%,0.2%,1.0%,0.7%,99.7%,0.0%,0.2%,0.2%,0.2%,,0.2%,2.1%,0.3%,0.3%,0.2%,1.2%,11.7%,0.2%,0.0%,0.2%,1.1%,1.3%,0.2%,0.2%,1.9%,0.2%,0.2%,0.2%,1.0%,0.2%,1.7%,0.7%,0.2%,0.0%,1.2%,0.2%,0.2%,5.1%,0.2%,2.5%,1.6%,0.2%,0.0%,0.2%,4.3%,3.9%,4.4%,4.8%,4.1%,3.7%
2024-01-03 13:16:40,57.4%,0.0%,0.0%,0.6%,1.4%,1.3%,1.3%,7.1%,3.6%,3.6%,2.2%,0.1%,0.2%,0.2%,0.2%,0.4%,1.0%,0.9%,99.8%,0.0%,0.2%,0.2%,0.2%,,0.2%,2.1%,0.3%,0.3%,0.2%,1.3%,11.9%,0.4%,0.0%,0.2%,1.1%,1.3%,0.2%,0.2%,1.9%,0.3%,0.2%,0.2%,2.0%,0.2%,1.7%,1.1%,0.2%,0.0%,1.9%,0.2%,0.2%,5.2%,0.3%,2.4%,1.6%,0.2%,0.0%,0.3%,4.8%,4.4%,4.2%,5.5%,4.0%,4.1%
2024-01-03 13:16:45,57.8%,0.0%,0.0%,0.6%,1.3%,1.2%,1.2%,6.9%,3.7%,3.6%,2.2%,0.1%,0.2%,0.2%,0.2%,0.4%,1.0%,0.9%,99.9%,0.0%,0.2%,0.2%,0.2%,,0.2%,2.1%,0.3%,0.2%,0.2%,1.3%,11.8%,0.3%,0.0%,0.2%,1.1%,1.3%,0.2%,0.2%,1.9%,0.3%,0.2%,0.2%,2.0%,0.2%,1.6%,1.0%,0.2%,0.0%,1.9%,0.2%,0.2%,4.9%,0.3%,2.4%,1.6%,0.2%,0.0%,0.3%,4.4%,3.8%,4.0%,5.5%,3.8%,4.0%
2024-01-03 13:16:50,56.7%,0.0%,0.0%,0.5%,1.4%,1.3%,1.2%,7.1%,3.8%,3.7%,2.2%,0.1%,0.2%,0.2%,0.2%,0.4%,1.1%,0.9%,99.8%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.0%,0.3%,0.2%,0.2%,1.2%,11.9%,0.3%,0.0%,0.2%,1.1%,1.3%,0.2%,0.2%,1.6%,0.3%,0.2%,0.2%,2.0%,0.2%,1.7%,1.0%,0.2%,0.0%,1.9%,0.2%,0.2%,4.9%,0.3%,2.4%,1.6%,0.2%,0.0%,0.3%,5.0%,4.3%,4.1%,5.5%,4.1%,3.6%
2024-01-03 13:16:55,57.4%,0.0%,0.0%,0.5%,1.3%,1.2%,1.2%,7.1%,3.7%,3.6%,2.2%,0.1%,0.2%,0.2%,0.2%,0.4%,1.0%,0.9%,99.9%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.2%,0.3%,0.2%,0.2%,1.3%,11.9%,0.3%,0.0%,0.2%,1.1%,1.3%,0.2%,0.2%,1.6%,0.3%,0.2%,0.2%,2.0%,0.2%,1.7%,1.1%,0.2%,0.0%,1.9%,0.2%,0.2%,4.8%,0.3%,2.4%,1.6%,0.2%,0.0%,0.3%,4.6%,3.8%,4.5%,5.0%,3.7%,4.0%
2024-01-03 13:17:00,57.4%,0.0%,0.0%,0.5%,1.4%,1.3%,1.3%,7.0%,3.8%,3.7%,2.2%,0.1%,0.2%,0.2%,0.2%,0.4%,1.1%,0.9%,100.1%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.1%,0.3%,0.2%,0.2%,1.3%,11.9%,0.3%,0.0%,0.2%,1.1%,1.2%,0.2%,0.2%,1.6%,0.3%,0.2%,0.2%,2.0%,0.2%,1.6%,1.1%,0.2%,0.0%,1.9%,0.2%,0.2%,4.7%,0.3%,2.3%,1.5%,0.2%,0.0%,0.3%,5.0%,4.3%,4.6%,5.2%,4.2%,3.6%
2024-01-03 13:17:05,58.0%,0.0%,0.0%,0.5%,1.3%,1.2%,1.2%,6.9%,3.8%,3.6%,2.3%,0.1%,0.2%,0.2%,0.2%,0.4%,1.1%,0.9%,99.8%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.1%,0.4%,0.2%,0.2%,1.3%,11.9%,0.3%,0.0%,0.4%,1.1%,1.2%,0.2%,0.2%,1.5%,0.3%,0.2%,0.2%,2.0%,0.2%,1.7%,1.0%,0.2%,0.0%,1.9%,0.2%,0.2%,5.0%,0.3%,2.3%,1.5%,0.2%,0.0%,0.3%,4.6%,4.3%,4.7%,4.7%,3.6%,3.6%
2024-01-03 13:17:10,58.0%,0.0%,0.0%,0.5%,1.3%,1.3%,1.2%,7.0%,3.7%,3.7%,2.2%,0.1%,0.2%,0.2%,0.2%,0.4%,1.1%,0.9%,99.8%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.1%,0.4%,0.2%,0.2%,1.4%,11.9%,0.3%,0.0%,0.4%,1.1%,1.2%,0.2%,0.2%,1.5%,0.3%,0.2%,0.2%,2.0%,0.2%,1.7%,1.1%,0.2%,0.0%,1.5%,0.2%,0.2%,5.0%,0.3%,2.3%,1.6%,0.2%,0.0%,0.3%,5.0%,4.2%,4.5%,4.7%,4.0%,4.1%
2024-01-03 13:17:15,57.7%,0.0%,0.0%,0.6%,1.2%,1.3%,1.2%,7.0%,3.8%,3.7%,2.2%,0.1%,0.2%,0.2%,0.2%,0.4%,1.2%,0.9%,100.0%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.1%,0.4%,0.2%,0.2%,1.4%,11.9%,0.3%,0.0%,0.4%,1.0%,1.3%,0.2%,0.2%,1.5%,0.3%,0.2%,0.2%,2.0%,0.2%,1.6%,1.1%,0.2%,0.0%,1.6%,0.2%,0.2%,5.0%,0.3%,2.3%,1.6%,0.2%,0.0%,0.3%,4.3%,4.1%,4.5%,4.9%,3.6%,4.0%
2024-01-03 13:17:20,57.6%,0.0%,0.0%,0.5%,1.3%,1.3%,1.2%,7.0%,3.8%,3.6%,2.3%,0.1%,0.2%,0.2%,0.2%,0.4%,1.2%,0.9%,99.8%,0.0%,0.2%,0.3%,0.2%,,0.2%,1.9%,0.4%,0.2%,0.2%,1.3%,12.0%,0.3%,0.0%,0.5%,1.0%,1.3%,0.2%,0.2%,1.4%,0.3%,0.2%,0.2%,2.0%,0.2%,1.6%,1.1%,0.2%,0.0%,1.6%,0.2%,0.2%,5.1%,0.3%,2.3%,1.6%,0.2%,0.0%,0.3%,4.9%,4.0%,4.3%,5.3%,4.0%,3.8%
2024-01-03 13:17:25,57.6%,0.0%,0.0%,0.5%,1.3%,1.3%,1.1%,6.9%,1.8%,1.7%,2.2%,0.2%,0.2%,0.2%,0.2%,0.4%,1.2%,0.9%,99.9%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.0%,0.4%,0.2%,0.2%,1.2%,11.9%,0.3%,0.0%,0.5%,0.8%,1.2%,0.2%,0.2%,1.3%,0.3%,0.2%,0.2%,1.8%,0.2%,3.5%,1.0%,0.2%,0.0%,1.6%,0.2%,0.2%,5.0%,0.2%,2.3%,1.6%,0.2%,0.0%,0.3%,4.4%,3.6%,3.9%,4.9%,3.7%,3.5%
2024-01-03 13:17:30,57.9%,0.0%,0.0%,0.5%,1.4%,1.3%,1.2%,7.1%,1.9%,1.7%,2.2%,0.2%,0.2%,0.2%,0.2%,0.4%,1.2%,0.9%,99.9%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.0%,0.4%,0.2%,0.2%,1.3%,12.1%,0.3%,0.0%,0.5%,0.9%,1.3%,0.2%,0.2%,1.4%,0.3%,0.2%,0.2%,1.9%,0.2%,4.4%,1.1%,0.2%,0.0%,1.7%,0.2%,0.2%,4.9%,0.2%,2.4%,1.6%,0.2%,0.0%,0.3%,4.4%,4.1%,4.3%,5.2%,4.1%,4.1%
2024-01-03 13:17:35,58.6%,0.0%,0.0%,0.5%,1.3%,1.2%,1.1%,7.0%,1.9%,1.7%,2.2%,0.2%,0.2%,0.2%,0.2%,0.3%,1.2%,0.6%,99.9%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.0%,0.4%,0.2%,0.2%,1.2%,12.0%,0.2%,0.0%,0.5%,1.0%,1.3%,0.2%,0.2%,1.4%,0.2%,0.2%,0.2%,1.0%,0.2%,4.3%,0.7%,0.2%,0.0%,0.9%,0.2%,0.2%,5.0%,0.2%,2.4%,1.5%,0.2%,0.0%,0.2%,4.5%,3.6%,4.1%,4.4%,3.7%,3.8%
2024-01-03 13:17:40,58.0%,0.0%,0.0%,0.5%,1.4%,1.3%,1.2%,7.2%,1.8%,1.8%,2.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.3%,0.8%,99.9%,0.0%,0.2%,0.3%,0.2%,,0.2%,2.0%,0.4%,0.2%,0.2%,1.2%,12.1%,0.2%,0.0%,0.5%,1.0%,1.3%,0.2%,0.2%,1.4%,0.2%,0.2%,0.2%,0.9%,0.2%,4.3%,0.8%,0.2%,0.0%,0.9%,0.2%,0.2%,4.9%,0.2%,2.4%,1.5%,0.2%,0.0%,0.2%,4.9%,4.2%,4.3%,4.8%,3.9%,3.9%
2024-01-03 13:17:45,58.3%,0.0%,0.0%,0.5%,1.3%,1.2%,1.2%,7.0%,1.8%,1.7%,2.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.2%,0.8%,99.9%,0.0%,0.2%,0.2%,0.2%,,0.2%,2.1%,0.4%,0.2%,0.2%,1.2%,12.0%,0.2%,0.0%,0.5%,1.0%,1.3%,0.2%,0.2%,1.4%,0.2%,0.2%,0.2%,1.0%,0.2%,4.3%,0.8%,0.2%,0.0%,0.9%,0.2%,0.2%,4.9%,0.2%,2.4%,3.3%,0.2%,0.0%,0.2%,4.3%,3.7%,4.3%,4.3%,3.5%,4.2%
2024-01-03 13:17:50,58.5%,0.0%,0.0%,0.5%,1.3%,1.3%,1.3%,7.2%,1.8%,1.8%,2.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.2%,0.8%,99.8%,0.0%,0.2%,0.2%,0.2%,,0.2%,2.0%,0.4%,0.2%,0.2%,1.2%,12.1%,0.2%,0.0%,0.5%,1.0%,1.3%,0.2%,0.2%,1.3%,0.2%,0.2%,0.2%,1.0%,0.2%,4.4%,0.8%,0.2%,0.0%,0.9%,0.2%,0.2%,5.0%,0.2%,2.4%,3.4%,0.2%,0.0%,0.2%,4.7%,4.1%,3.9%,4.5%,4.0%,4.2%
2024-01-03 13:17:55,59.4%,0.0%,0.0%,0.5%,1.3%,1.2%,1.2%,7.1%,1.7%,1.7%,2.2%,0.2%,0.2%,0.2%,0.2%,0.2%,1.2%,0.8%,99.8%,0.0%,0.2%,0.2%,0.2%,,0.2%,2.0%,0.4%,0.2%,0.2%,1.3%,12.1%,0.2%,0.0%,0.5%,1.0%,1.3%,0.2%,0.2%,1.4%,0.2%,0.2%,0.2%,1.0%,0.2%,4.3%,0.8%,0.2%,0.0%,0.9%,0.2%,0.2%,4.6%,0.2%,2.4%,3.4%,0.2%,0.0%,0.2%,4.4%,3.5%,3.6%,4.5%,3.6%,4.1%
2024-01-03 13:18:00,58.3%,0.0%,0.0%,0.5%,1.3%,1.3%,1.3%,7.0%,1.8%,1.8%,2.1%,0.2%,0.2%,0.2%,0.2%,0.2%,1.2%,0.8%,100.0%,0.0%,0.2%,0.2%,0.2%,,0.2%,2.0%,0.2%,0.2%,0.2%,1.3%,11.9%,0.2%,0.0%,0.3%,1.0%,1.3%,0.2%,0.2%,1.4%,0.2%,0.2%,0.2%,1.0%,0.2%,4.3%,0.7%,0.2%,0.0%,1.1%,0.2%,0.2%,4.4%,0.2%,2.4%,3.4%,0.2%,0.0%,0.2%,4.9%,4.0%,3.7%,4.9%,3.6%,3.8%
2024-01-03 13:18:05,58.5%,0.0%,0.0%,0.5%,1.2%,1.2%,1.2%,6.9%,1.8%,1.7%,2.1%,0.2%,0.2%,0.2%,0.2%,0.2%,1.2%,0.7%,94.4%,0.0%,0.2%,0.2%,0.2%,,0.2%,1.9%,0.2%,0.2%,0.2%,1.2%,11.4%,0.2%,0.0%,0.3%,1.0%,1.2%,0.2%,0.2%,1.3%,0.2%,0.2%,0.2%,1.0%,0.2%,4.2%,0.8%,0.2%,0.0%,1.1%,0.2%,0.2%,4.1%,0.2%,2.2%,3.3%,0.2%,0.0%,0.2%,4.4%,3.5%,3.6%,4.9%,3.8%,3.7%
2024-01-03 13:18:10,58.5%,0.0%,0.0%,0.6%,1.3%,1.3%,1.2%,6.3%,1.7%,1.7%,2.0%,0.1%,0.2%,0.2%,0.2%,0.2%,0.9%,0.7%,87.4%,0.0%,0.2%,0.2%,0.2%,,0.2%,1.7%,0.2%,0.2%,0.2%,1.1%,10.5%,0.2%,0.0%,0.3%,0.9%,1.0%,0.2%,0.2%,1.2%,0.2%,0.2%,0.2%,0.9%,0.2%,4.0%,0.8%,0.2%,0.0%,0.9%,0.2%,0.2%,3.7%,0.2%,2.0%,3.1%,0.2%,0.0%,0.2%,4.9%,4.1%,3.6%,4.7%,4.2%,4.2%
2024-01-03 13:18:15,57.9%,0.0%,0.0%,0.6%,1.2%,1.2%,1.2%,5.7%,1.6%,1.7%,2.1%,0.2%,0.2%,0.2%,0.2%,0.2%,0.9%,0.7%,77.1%,0.0%,0.2%,0.2%,0.2%,,0.2%,1.5%,0.2%,0.2%,0.2%,1.0%,9.5%,0.2%,0.0%,0.2%,0.9%,0.9%,0.2%,0.2%,1.1%,0.2%,0.2%,0.2%,0.8%,0.2%,3.9%,0.8%,0.2%,0.0%,0.8%,0.2%,0.2%,3.2%,0.2%,1.8%,3.0%,0.2%,0.0%,0.2%,4.3%,3.9%,3.7%,4.3%,3.8%,4.0%
2024-01-03 13:18:20,58.3%,0.0%,0.0%,0.6%,1.3%,1.3%,1.3%,5.2%,1.7%,1.7%,2.2%,0.1%,0.2%,0.2%,0.2%,0.2%,0.8%,0.6%,68.8%,0.0%,0.2%,0.2%,0.2%,,0.2%,1.4%,0.2%,0.2%,0.2%,0.9%,8.5%,0.2%,0.0%,0.2%,0.8%,0.9%,0.2%,0.2%,1.0%,0.2%,0.2%,0.2%,0.8%,0.2%,1.8%,0.7%,0.2%,0.0%,0.8%,0.2%,0.2%,2.9%,0.2%,1.4%,2.8%,0.2%,0.0%,0.2%,4.8%,4.4%,4.2%,4.5%,4.1%,4.4%
2024-01-03 13:18:25,57.4%,0.0%,0.0%,0.6%,1.2%,1.2%,1.2%,4.6%,1.5%,1.6%,2.2%,0.1%,0.2%,0.2%,0.2%,0.2%,0.7%,0.6%,60.3%,0.0%,0.2%,0.2%,0.2%,,0.2%,1.2%,0.2%,0.2%,0.2%,0.9%,7.7%,0.2%,0.0%,0.2%,0.7%,0.8%,0.2%,0.2%,0.8%,0.2%,0.2%,0.2%,0.6%,0.2%,0.8%,0.6%,0.2%,0.0%,0.7%,0.2%,0.2%,2.5%,0.2%,1.3%,2.7%,0.2%,0.0%,0.2%,4.7%,4.0%,3.7%,4.5%,3.7%,3.9%
2024-01-03 13:18:30,56.8%,0.0%,0.0%,0.6%,1.3%,1.3%,1.3%,4.1%,1.5%,1.5%,2.4%,0.1%,0.2%,0.2%,0.2%,0.2%,0.6%,0.6%,50.0%,0.0%,0.2%,0.2%,0.2%,,0.2%,1.0%,0.2%,0.2%,0.2%,0.7%,6.9%,0.2%,0.0%,0.2%,0.5%,0.7%,0.2%,0.2%,0.7%,0.2%,0.2%,0.2%,0.5%,0.2%,0.7%,0.6%,0.2%,0.0%,0.7%,0.2%,0.2%,2.2%,0.2%,1.1%,2.6%,0.2%,0.0%,0.2%,4.9%,4.4%,3.7%,4.9%,4.1%,3.8%
2024-01-03 13:18:35,56.8%,0.0%,0.0%,0.6%,1.2%,1.2%,1.2%,3.4%,3.4%,3.3%,2.5%,0.1%,0.2%,0.2%,0.2%,0.2%,0.6%,0.4%,40.4%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.9%,0.2%,0.2%,0.2%,0.7%,6.0%,0.2%,0.0%,0.2%,0.5%,0.6%,0.2%,0.2%,0.6%,0.2%,0.2%,0.2%,0.5%,0.2%,0.6%,0.6%,0.2%,0.0%,0.7%,0.2%,0.2%,1.8%,0.2%,0.9%,2.5%,0.2%,0.0%,0.2%,4.5%,3.9%,3.6%,4.6%,3.7%,4.2%
2024-01-03 13:18:40,57.4%,0.0%,0.0%,0.6%,1.3%,1.3%,1.2%,3.0%,3.4%,3.4%,2.5%,0.1%,0.2%,0.2%,0.2%,0.2%,0.5%,0.4%,31.5%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.7%,0.2%,0.2%,0.2%,0.6%,5.1%,0.2%,0.0%,0.2%,0.4%,0.5%,0.2%,0.2%,0.5%,0.2%,0.2%,0.2%,0.4%,0.2%,0.5%,0.5%,0.2%,0.0%,0.6%,0.2%,0.2%,1.5%,0.2%,0.7%,0.6%,0.2%,0.0%,0.2%,4.5%,4.3%,3.8%,5.0%,4.2%,4.2%
2024-01-03 13:18:45,56.5%,0.0%,0.0%,0.6%,1.2%,1.2%,1.2%,2.4%,3.2%,3.3%,2.4%,0.1%,0.2%,0.2%,0.2%,0.2%,0.4%,0.3%,22.7%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.5%,0.2%,0.2%,0.2%,0.5%,4.2%,0.2%,0.0%,0.2%,0.3%,0.4%,0.2%,0.2%,0.4%,0.2%,0.2%,0.2%,0.3%,0.2%,0.4%,0.4%,0.2%,0.0%,0.6%,0.2%,0.2%,1.1%,0.2%,0.5%,0.5%,0.2%,0.0%,0.2%,4.5%,3.9%,4.0%,5.0%,3.9%,3.8%
2024-01-03 13:18:50,56.6%,0.0%,0.0%,0.6%,1.3%,1.2%,1.2%,1.9%,3.2%,3.4%,2.5%,0.1%,0.2%,0.2%,0.2%,0.2%,0.4%,0.3%,14.7%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.4%,0.2%,0.2%,0.2%,0.4%,3.3%,0.2%,0.0%,0.2%,0.3%,0.3%,0.2%,0.2%,0.3%,0.2%,0.2%,0.2%,0.3%,0.2%,0.3%,0.4%,0.2%,0.0%,0.5%,0.2%,0.2%,0.7%,0.2%,0.2%,0.3%,0.2%,0.0%,0.2%,4.9%,4.4%,3.7%,4.7%,3.9%,4.3%
2024-01-03 13:18:55,56.4%,0.0%,0.0%,0.6%,1.3%,1.2%,1.1%,1.6%,3.1%,3.3%,2.5%,0.1%,0.2%,0.2%,0.2%,0.2%,0.3%,0.2%,6.1%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.2%,0.2%,0.3%,0.2%,0.5%,2.6%,0.2%,0.0%,0.2%,0.2%,0.3%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.3%,0.4%,0.2%,0.0%,0.3%,0.2%,0.3%,0.4%,0.2%,0.1%,0.3%,0.2%,0.0%,0.2%,4.5%,4.1%,4.0%,4.7%,4.3%,4.3%
2024-01-03 13:19:00,55.9%,0.0%,0.0%,0.6%,1.2%,1.3%,1.2%,1.3%,3.1%,3.3%,2.5%,0.1%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.2%,0.2%,0.3%,0.2%,0.4%,2.4%,0.2%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.0%,0.3%,0.2%,0.3%,0.3%,0.2%,0.0%,0.2%,0.2%,0.0%,0.2%,4.4%,4.6%,4.2%,4.7%,4.1%,4.2%
2024-01-03 13:19:05,56.6%,0.0%,0.0%,0.5%,1.2%,1.2%,1.2%,1.2%,3.1%,3.2%,2.4%,0.1%,0.2%,0.2%,0.2%,0.2%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.2%,0.2%,0.3%,0.2%,0.4%,2.4%,0.2%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.0%,0.3%,0.2%,0.3%,0.3%,0.2%,0.0%,0.2%,0.2%,0.0%,0.2%,4.4%,3.9%,4.2%,4.6%,3.7%,3.8%
2024-01-03 13:19:10,56.8%,0.0%,0.0%,0.5%,1.3%,1.3%,1.2%,1.3%,3.2%,3.4%,2.3%,0.1%,0.2%,0.2%,0.2%,0.2%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.2%,0.2%,0.3%,0.2%,0.6%,2.4%,0.2%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.0%,0.3%,0.2%,0.3%,0.3%,0.2%,0.0%,0.2%,0.2%,0.0%,0.2%,4.5%,4.2%,3.6%,5.1%,3.8%,4.1%
2024-01-03 13:19:15,55.7%,0.0%,0.0%,0.5%,1.2%,1.2%,1.2%,1.3%,3.1%,3.2%,2.3%,0.1%,0.2%,0.4%,0.2%,0.2%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.2%,0.2%,0.3%,0.2%,0.6%,2.4%,0.2%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.3%,0.2%,0.2%,0.2%,0.0%,0.3%,0.2%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.0%,0.2%,4.5%,3.7%,3.6%,5.0%,3.8%,3.5%
2024-01-03 13:19:20,56.2%,0.0%,0.0%,0.5%,1.2%,1.3%,1.2%,1.3%,3.2%,3.2%,2.3%,0.1%,0.2%,0.4%,0.2%,0.2%,0.3%,0.3%,0.2%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.2%,0.2%,0.3%,0.2%,0.6%,2.4%,0.2%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.0%,0.3%,0.2%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.0%,0.2%,4.8%,4.1%,3.9%,4.9%,4.3%,4.0%
2024-01-03 13:19:25,56.1%,0.0%,0.0%,0.5%,1.2%,1.2%,1.3%,1.2%,3.2%,3.3%,2.1%,0.2%,0.2%,0.4%,0.2%,0.2%,0.3%,0.3%,0.2%,0.0%,0.2%,0.3%,0.2%,,0.2%,0.3%,0.2%,0.3%,0.2%,0.6%,2.4%,0.2%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.3%,0.2%,0.2%,0.2%,0.0%,0.2%,0.2%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.0%,0.2%,4.1%,3.8%,4.0%,4.7%,4.0%,4.0%
2024-01-03 13:19:30,55.8%,0.0%,0.0%,0.5%,1.3%,1.3%,1.3%,1.2%,1.2%,1.4%,2.0%,0.2%,0.2%,0.4%,0.2%,0.2%,0.2%,0.3%,0.2%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.3%,0.2%,0.3%,0.2%,0.6%,2.4%,0.2%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.3%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.0%,0.2%,4.6%,3.7%,3.6%,4.7%,4.6%,3.5%
2024-01-03 13:19:35,55.3%,0.0%,0.0%,0.5%,1.2%,1.2%,1.4%,1.3%,1.2%,1.2%,2.0%,0.2%,0.2%,0.4%,0.2%,0.2%,0.2%,0.3%,0.2%,0.0%,0.2%,0.2%,0.2%,,0.2%,0.3%,0.2%,0.3%,0.2%,0.6%,2.4%,0.2%,0.0%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.2%,0.3%,0.3%,0.2%,0.2%,0.0%,0.2%,0.3%,0.3%,0.2%,0.2%,0.0%,0.2%,0.2%,0.0%,0.2%,4.6%,4.0%,4.0%,4.7%,4.2%,3.7%
